food_key,food_description,food_category,allowed_no_restriction,allowed_vegetarian,allowed_vegan,allowed_pescatarian,allowed_halal_friendly,allowed_kosher_style,allowed_gluten_free,allowed_lactose_free,allowed_nut_free,allowed_low_sodium_aware,blocked_profiles
ostrich fan raw,"Ostrich, fan, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich inside leg raw,"Ostrich, inside leg, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich inside strip raw,"Ostrich, inside strip, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich outside leg raw,"Ostrich, outside leg, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich outside strip raw,"Ostrich, outside strip, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich oyster raw,"Ostrich, oyster, raw",Poultry Products,1,0,0,0,1,0,1,1,1,1,vegetarian|vegan|pescatarian|kosher style
ostrich round raw,"Ostrich, round, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich tenderloin raw,"Ostrich, tenderloin, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich tip trimmed raw,"Ostrich, tip trimmed, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
ostrich top loin raw,"Ostrich, top loin, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
owl horned flesh raw (alaska native),"Owl, horned, flesh, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
papayas raw,"Papayas, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
parsley fresh,"Parsley, fresh",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
parsnips raw,"Parsnips, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
passion-fruit (granadilla) purple raw,"Passion-fruit, (granadilla), purple, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pasta dry unenriched,"Pasta, dry, unenriched",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
pasta fresh-refrigerated plain as purchased,"Pasta, fresh-refrigerated, plain, as purchased",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
pasta fresh-refrigerated spinach as purchased,"Pasta, fresh-refrigerated, spinach, as purchased",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
pasta gluten-free corn dry,"Pasta, gluten-free, corn, dry",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
pasta whole grain 51 whole wheat remaining unenriched semolina dry,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
pasta whole-wheat dry (includes foods for usda s food distribution program),"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
pawpaw peeled seeded raw,"Pawpaw, peeled, seeded, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
peaches yellow raw,"Peaches, yellow, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
peanuts all types raw,"Peanuts, all types, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
peanuts raw,"Peanuts, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
peanuts spanish raw,"Peanuts, spanish, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
peanuts valencia raw,"Peanuts, valencia, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
peanuts virginia raw,"Peanuts, virginia, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
pears asian raw,"Pears, asian, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pears raw,"Pears, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pears raw bartlett,"Pears, raw, bartlett",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pears raw bartlett (includes foods for usda s food distribution program),"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pears raw bosc (includes foods for usda s food distribution program),"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pears raw green anjou (includes foods for usda s food distribution program),"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pears raw red anjou,"Pears, raw, red anjou",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
peas edible-podded boiled drained without salt,"Peas, edible-podded, boiled, drained, without salt",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peas edible-podded raw,"Peas, edible-podded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peas green raw,"Peas, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peas green split mature seeds raw,"Peas, green, split, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
peas mature seeds sprouted raw,"Peas, mature seeds, sprouted, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
pepper banana raw,"Pepper, banana, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers banana or hungarian wax seeded raw,"Peppers, banana or Hungarian wax, seeded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers bell green raw,"Peppers, bell, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers bell orange raw,"Peppers, bell, orange, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers bell red raw,"Peppers, bell, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers bell yellow raw,"Peppers, bell, yellow, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers hot chili green raw,"Peppers, hot chili, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers hot chili red raw,"Peppers, hot chili, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers hungarian raw,"Peppers, hungarian, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers jalapeno raw,"Peppers, jalapeno, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers jalapeno seeded raw,"Peppers, jalapeno, seeded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers poblano seeded raw,"Peppers, poblano, seeded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers serrano raw,"Peppers, serrano, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers serrano seeded raw,"Peppers, serrano, seeded, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers sweet green raw,"Peppers, sweet, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers sweet green sauteed,"Peppers, sweet, green, sauteed",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers sweet red raw,"Peppers, sweet, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers sweet red sauteed,"Peppers, sweet, red, sauteed",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
peppers sweet yellow raw,"Peppers, sweet, yellow, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
persimmons japanese raw,"Persimmons, japanese, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
persimmons native raw,"Persimmons, native, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pheasant breast meat only raw,"Pheasant, breast, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
pheasant leg meat only raw,"Pheasant, leg, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
pheasant raw meat only,"Pheasant, raw, meat only",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
pigeon peas (red gram) mature seeds raw,"Pigeon peas (red gram), mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
pigeonpeas immature seeds raw,"Pigeonpeas, immature seeds, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
piki bread made from blue cornmeal (hopi),"Piki bread, made from blue cornmeal (Hopi)",American Indian/Alaska Native Foods,1,1,1,1,1,1,0,1,1,1,gluten free
pineapple raw,"Pineapple, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pineapple raw all varieties,"Pineapple, raw, all varieties",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pineapple raw extra sweet variety,"Pineapple, raw, extra sweet variety",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pineapple raw traditional varieties,"Pineapple, raw, traditional varieties",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pitanga (surinam-cherry) raw,"Pitanga, (surinam-cherry), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains green boiled,"Plantains, green, boiled",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains green raw,"Plantains, green, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains overripe raw,"Plantains, overripe, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains ripe raw,"Plantains, ripe, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains underripe raw,"Plantains, underripe, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains yellow baked,"Plantains, yellow, baked",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plantains yellow raw,"Plantains, yellow, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plums raw,"Plums, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
plums wild (northern plains indians),"Plums, wild (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
poi,Poi,Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
pokeberry shoots (poke) raw,"Pokeberry shoots, (poke), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
pomegranates raw,"Pomegranates, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pork loin fresh backribs bone-in raw lean only,"Pork loin, fresh, backribs, bone-in, raw, lean only",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork chop center cut raw,"Pork, chop, center cut, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh backfat raw,"Pork, fresh, backfat, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh belly raw,"Pork, fresh, belly, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh composite of trimmed retail cuts (leg loin shoulder) separable lean only raw,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh enhanced loin tenderloin separable lean only raw,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin blade (chops or roasts) bone-in separable lean only raw,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin blade (chops or roasts) boneless separable lean only raw,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin center loin (chops) bone-in separable lean only raw,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin center loin (chops) boneless separable lean only raw,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin center rib (chops or roasts) bone-in separable lean only raw,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin center rib (chops or roasts) boneless separable lean only raw,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin country-style ribs separable lean only raw,"Pork, fresh, loin, country-style ribs, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin sirloin (chops or roasts) bone-in separable lean only raw,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin sirloin (chops or roasts) boneless separable lean only raw,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin tenderloin separable lean only raw,"Pork, fresh, loin, tenderloin, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin top loin (chops) boneless separable lean only raw,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin top loin (roasts) boneless separable lean only raw,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh loin whole separable lean only raw,"Pork, fresh, loin, whole, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh separable fat raw,"Pork, fresh, separable fat, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh shoulder (boston butt) blade (steaks) separable lean only raw,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh shoulder arm picnic separable lean only raw,"Pork, fresh, shoulder, arm picnic, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork fresh shoulder whole separable lean only raw,"Pork, fresh, shoulder, whole, separable lean only, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork loin boneless raw,"Pork, loin, boneless, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
pork loin tenderloin boneless raw,"Pork, loin, tenderloin, boneless, raw",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
potato pancakes,Potato pancakes,Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes baked flesh without salt,"Potatoes, baked, flesh, without salt",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes baked skin without salt,"Potatoes, baked, skin, without salt",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes gold without skin raw,"Potatoes, gold, without skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes hash brown refrigerated unprepared,"Potatoes, hash brown, refrigerated, unprepared",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes raw skin,"Potatoes, raw, skin",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes red without skin raw,"Potatoes, red, without skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
potatoes russet without skin raw,"Potatoes, russet, without skin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
poultry mechanically deboned from mature hens raw,"Poultry, mechanically deboned, from mature hens, raw",Poultry Products,1,1,1,1,1,1,1,1,1,1,
prairie turnips boiled (northern plains indians),"Prairie Turnips, boiled (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
prairie turnips raw (northern plains indians),"Prairie Turnips, raw (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
prickly pears broiled (northern plains indians),"Prickly pears, broiled (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
prickly pears raw,"Prickly pears, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
prickly pears raw (northern plains indians),"Prickly pears, raw (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
prune puree,Prune puree,Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pummelo raw,"Pummelo, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
pumpkin flowers raw,"Pumpkin flowers, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
pumpkin leaves raw,"Pumpkin leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
pumpkin raw,"Pumpkin, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
purslane raw,"Purslane, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
quail breast meat only raw,"Quail, breast, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
quail meat only raw,"Quail, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
quinces raw,"Quinces, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
quinoa uncooked,"Quinoa, uncooked",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
radicchio raw,"Radicchio, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
radish seeds sprouted raw,"Radish seeds, sprouted, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
radishes oriental raw,"Radishes, oriental, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
radishes raw,"Radishes, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
radishes red raw,"Radishes, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
radishes white icicle raw,"Radishes, white icicle, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
raisins dark seedless (includes foods for usda s food distribution program),"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
raisins golden seedless,"Raisins, golden, seedless",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
raisins seeded,"Raisins, seeded",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
raspberries puree seedless,"Raspberries, puree, seedless",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
raspberries raw,"Raspberries, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
raspberries wild (northern plains indians),"Raspberries, wild (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
reddi wip fat free whipped topping,Reddi Wip Fat Free Whipped Topping,Dairy and Egg Products,1,1,1,1,1,1,1,1,1,1,
rhubarb raw,"Rhubarb, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
rhubarb wild leaves (alaska native),"Rhubarb, wild, leaves (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
rice black unenriched raw,"Rice, black, unenriched, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice brown long grain unenriched raw,"Rice, brown, long grain, unenriched, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice brown long-grain raw (includes foods for usda s food distribution program),"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice brown medium-grain raw (includes foods for usda s food distribution program),"Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice brown parboiled dry uncle ben s,"Rice, brown, parboiled, dry, UNCLE BEN'S",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice red unenriched dry raw,"Rice, red, unenriched, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice white glutinous unenriched uncooked,"Rice, white, glutinous, unenriched, uncooked",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice white long grain unenriched raw,"Rice, white, long grain, unenriched, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice white long-grain parboiled unenriched dry,"Rice, white, long-grain, parboiled, unenriched, dry",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice white long-grain regular raw unenriched,"Rice, white, long-grain, regular, raw, unenriched",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice white medium-grain raw unenriched,"Rice, white, medium-grain, raw, unenriched",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rice white short-grain raw unenriched,"Rice, white, short-grain, raw, unenriched",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
rose hips wild (northern plains indians),"Rose Hips, wild (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
rose-apples raw,"Rose-apples, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
roselle raw,"Roselle, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
rowal raw,"Rowal, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
ruffed grouse breast meat skinless raw,"Ruffed Grouse, breast meat, skinless, raw",Poultry Products,1,1,1,1,1,1,1,1,1,1,
rutabaga peeled raw,"Rutabaga, peeled, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
rutabagas raw,"Rutabagas, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
rye grain,Rye grain,Cereal Grains and Pasta,1,1,1,1,1,1,0,1,1,1,gluten free
silk chai soymilk,"SILK Chai, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk chocolate soymilk,"SILK Chocolate, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk coffee soymilk,"SILK Coffee, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk light chocolate soymilk,"SILK Light Chocolate, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk light plain soymilk,"SILK Light Plain, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk light vanilla soymilk,"SILK Light Vanilla, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk mocha soymilk,"SILK Mocha, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk nog soymilk,"SILK Nog, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk plain soymilk,"SILK Plain, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk plus fiber soymilk,"SILK Plus Fiber, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk plus omega-3 dha soymilk,"SILK Plus Omega-3 DHA, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk plus for bone health soymilk,"SILK Plus for Bone Health, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk unsweetened soymilk,"SILK Unsweetened, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk vanilla soymilk,"SILK Vanilla, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
silk very vanilla soymilk,"SILK Very Vanilla, soymilk",Legumes and Legume Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
salmonberries raw (alaska native),"Salmonberries, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
salsify (vegetable oyster) raw,"Salsify, (vegetable oyster), raw",Vegetables and Vegetable Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
sapodilla raw,"Sapodilla, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
sapote mamey raw,"Sapote, mamey, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
sea cucumber yane (alaska native),"Sea cucumber, yane (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
sea lion steller fat (alaska native),"Sea lion, Steller, fat (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
sea lion steller heart (alaska native),"Sea lion, Steller, heart (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
sea lion steller kidney (alaska native),"Sea lion, Steller, kidney (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
sea lion steller liver (alaska native),"Sea lion, Steller, liver (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
sea lion steller meat (alaska native),"Sea lion, Steller, meat (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
seal bearded (oogruk) meat low quadrant raw (alaska native),"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
seal bearded (oogruk) meat raw (alaska native),"Seal, bearded (Oogruk), meat, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
seal ringed liver (alaska native),"Seal, ringed, liver (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
seal ringed meat (alaska native),"Seal, ringed, meat (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
